id,character,reading,sound_elem,is_primary
1220,"韝","구",,1
1221,"韭","구",,1
1222,"颶","구",,1
1223,"駒","구",,1
1224,"驅","구",,1
1225,"鬮","구",,1
1226,"鳩","구",,1
1227,"鷇","구",,1
1228,"鷗","구",,1
1229,"鸜","구",,1
1230,"龜","구",,1
1231,"龜","귀",,0
1232,"龜","균",,0
1233,"匊","국",,1
1234,"国","국",,1
1235,"國","국",,1
1236,"局","국",,1
1237,"挶","국",,1
1238,"掬","국",,1
1239,"梮","국",,1
1240,"椈","국",,1
1241,"淗","국",,1
1242,"菊","국",,1
1243,"趜","국",,1
1244,"跼","국",,1
1245,"輂","국",,1
1246,"鋦","국",,1
1247,"陱","국",,1
1248,"鞠","국",,1
1249,"鞫","국",,1
1250,"麯","국",,1
1251,"麴","국",,1
1252,"君","군",,1
1253,"宭","군",,1
1254,"捃","군",,1
1255,"攈","군",,1
1256,"桾","군",,1
1257,"涒","군",,1
1258,"珺","군",,1
1259,"皸","군",,1
1260,"窘","군",,1
1261,"群","군",,1
1262,"裙","군",,1
1263,"軍","군",,1
1264,"郡","군",,1
1265,"倔","굴",,1
1266,"堀","굴",,1
1267,"屈","굴",,1
1268,"崛","굴",,1
1269,"掘","굴",,1
1270,"泏","굴",,1
1271,"泏","출",,0
1272,"淈","굴",,1
1273,"窟","굴",,1
1274,"詘","굴",,1
1275,"宮","궁",,1
1276,"弓","궁",,1
1277,"穹","궁",,1
1278,"窮","궁",,1
1279,"芎","궁",,1
1280,"躬","궁",,1
1281,"躳","궁",,1
1282,"倦","권",,1
1283,"券","권",,1
1284,"劵","권",,1
1285,"勌","권",,1
1286,"勸","권",,1
1287,"卷","권",,1
1288,"圈","권",,1
1289,"婘","권",,1
1290,"惓","권",,1
1291,"拳","권",,1
1292,"捲","권",,1
1293,"棬","권",,1
1294,"権","권",,1
1295,"權","권",,1
1296,"淃","권",,1
1297,"眷","권",,1
1298,"睠","권",,1
1299,"綣","권",,1
1300,"蜷","권",,1
1301,"錈","권",,1
1302,"厥","궐",,1
1303,"獗","궐",,1
1304,"蕨","궐",,1
1305,"蹶","궐",,1
1306,"闕","궐",,1
1307,"佹","궤",,1
1308,"几","궤",,1
1309,"劂","궤",,1
1310,"匱","궤",,1
1311,"憒","궤",,1
1312,"撅","궤",,1
1313,"攱","궤",,1
1314,"攱","기",,0
1315,"机","궤",,1
1316,"樻","궤",,1
1317,"櫃","궤",,1
1318,"氿","궤",,1
1319,"潰","궤",,1
1320,"簋","궤",,1
1321,"繢","궤",,1
1322,"詭","궤",,1
1323,"跪","궤",,1
1324,"軌","궤",,1
1325,"鐀","궤",,1
1326,"闠","궤",,1
1327,"餽","궤",,1
1328,"饋","궤",,1
1329,"麂","궤",,1
1330,"撌","귀",,1
1331,"晷","귀",,1
1332,"歸","귀",,1
1333,"貴","귀",,1
1334,"鬼","귀",,1
1335,"刲","규",,1
1336,"叫","규",,1
1337,"嫢","규",,1
1338,"嬀","규",,1
1339,"巋","규",,1
1340,"揆","규",,1
1341,"暌","규",,1
1342,"楏","규",,1
1343,"楑","규",,1
1344,"槻","규",,1
1345,"樛","규",,1
1346,"湀","규",,1
1347,"潙","규",,1
1348,"煃","규",,1
1349,"珪","규",,1
1350,"睽","규",,1
1351,"硅","규",,1
1352,"窺","규",,1
1353,"竅","규",,1
1354,"糺","규",,1
1355,"糾","규",,1
1356,"茥","규",,1
1357,"虯","규",,1
1358,"規","규",,1
1359,"赳","규",,1
1360,"跬","규",,1
1361,"逵","규",,1
1362,"邽","규",,1
1363,"鄈","규",,1
1364,"閨","규",,1
1365,"闚","규",,1
1366,"頍","규",,1
1367,"馗","규",,1
1368,"騤","규",,1
1369,"勻","균",,1
1370,"勻","윤",,0
1371,"匀","균",,1
1372,"匀","윤",,0
1373,"囷","균",,1
1374,"均","균",,1
1375,"均","연",,0
1376,"畇","균",,1
1377,"筠","균",,1
1378,"菌","균",,1
1379,"袀","균",,1
1380,"覠","균",,1
1381,"鈞","균",,1
1382,"麏","균",,1
1383,"橘","귤",,1
1384,"亟","극",,1
1385,"克","극",,1
1386,"剋","극",,1
1387,"劇","극",,1
1388,"尅","극",,1
1389,"屐","극",,1
1390,"戟","극",,1
1391,"棘","극",,1
1392,"極","극",,1
1393,"郄","극",,1
1394,"隙","극",,1
1395,"伒","근",,1
1396,"僅","근",,1
1397,"劤","근",,1
1398,"勤","근",,1
1399,"堇","근",,1
1400,"墐","근",,1
1401,"嫤","근",,1
1402,"巹","근",,1
1403,"廑","근",,1
1404,"慬","근",,1
1405,"懃","근",,1
1406,"斤","근",,1
1407,"根","근",,1
1408,"槿","근",,1
1409,"漌","근",,1
1410,"瑾","근",,1
1411,"筋","근",,1
1412,"芹","근",,1
1413,"菫","근",,1
1414,"覲","근",,1
1415,"觔","근",,1
1416,"謹","근",,1
1417,"跟","근",,1
1418,"近","근",,1
1419,"釿","근",,1
1420,"靳","근",,1
1421,"饉","근",,1
1422,"今","금",,1
1423,"仱","금",,1
1424,"仱","긍",,0
1425,"唫","금",,1
1426,"噤","금",,1
1427,"妗","금",,1
1428,"嶔","금",,1
1429,"庈","금",,1
1430,"惍","금",,1
1431,"擒","금",,1
1432,"昑","금",,1
1433,"檎","금",,1
1434,"琴","금",,1
1435,"禁","금",,1
1436,"禽","금",,1
1437,"笒","금",,1
1438,"耹","금",,1
1439,"肣","금",,1
1440,"肣","함",,0
1441,"芩","금",,1
1442,"衾","금",,1
1443,"衿","금",,1
1444,"襟","금",,1
1445,"錦","금",,1
1446,"黅","금",,1
1447,"伋","급",,1
1448,"及","급",,1
1449,"圾","급",,1
1450,"岌","급",,1
1451,"急","급",,1
1452,"扱","급",,1
1453,"汲","급",,1
1454,"皀","급",,1
1455,"礏","급",,1
1456,"笈","급",,1
1457,"級","급",,1
1458,"給","급",,1
1459,"芨","급",,1
1460,"亘","긍",,1
1461,"亘","선",,0
1462,"亙","긍",,1
1463,"兢","긍",,1
1464,"殑","긍",,1
1465,"矜","긍",,1
1466,"肯","긍",,1
1467,"丌","기",,1
1468,"企","기",,1
1469,"伎","기",,1
1470,"倛","기",,1
1471,"僛","기",,1
1472,"其","기",,1
1473,"冀","기",,1
1474,"剘","기",,1
1475,"剞","기",,1
1476,"嗜","기",,1
1477,"器","기",,1
1478,"圻","기",,1
1479,"圻","은",,0
1480,"基","기",,1
1481,"埼","기",,1
1482,"墍","기",,1
1483,"夔","기",,1
1484,"奇","기",,1
1485,"妓","기",,1
1486,"婍","기",,1
1487,"寄","기",,1
1488,"屺","기",,1
1489,"岐","기",,1
1490,"崎","기",,1
1491,"己","기",,1
1492,"幾","기",,1
1493,"庋","기",,1
1494,"弃","기",,1
1495,"忌","기",,1
1496,"忮","기",,1
1497,"忯","기",,1
1498,"忯","지",,0
1499,"愭","기",,1
1500,"技","기",,1
1501,"掎","기",,1
1502,"掑","기",,1
1503,"攲","기",,1
1504,"旂","기",,1
1505,"旗","기",,1
1506,"旣","기",,1
1507,"暣","기",,1
1508,"曁","기",,1
1509,"朞","기",,1
1510,"期","기",,1
1511,"杞","기",,1
1512,"棄","기",,1
1513,"棊","기",,1
1514,"棋","기",,1
1515,"榿","기",,1
1516,"機","기",,1
1517,"欺","기",,1
1518,"歧","기",,1
1519,"气","기",,1
1520,"氣","기",,1
1521,"汽","기",,1
1522,"沂","기",,1
1523,"淇","기",,1
1524,"炁","기",,1
1525,"猉","기",,1
1526,"玘","기",,1
1527,"琦","기",,1
1528,"琪","기",,1
1529,"璂","기",,1
1530,"璣","기",,1
1531,"畸","기",,1
1532,"畿","기",,1
1533,"碁","기",,1
1534,"磯","기",,1
1535,"祁","기",,1
1536,"祇","기",,1
1537,"祇","지",,0
1538,"祈","기",,1
1539,"祺","기",,1
1540,"禥","기",,1
1541,"禨","기",,1
1542,"稘","기",,1
1543,"箕","기",,1
1544,"簊","기",,1
1545,"紀","기",,1
1546,"綥","기",,1
1547,"綦","기",,1
1548,"綺","기",,1
1549,"羇","기",,1
1550,"羈","기",,1
1551,"耆","기",,1
1552,"耭","기",,1
1553,"肌","기",,1
1554,"肵","기",,1
1555,"芪","기",,1
1556,"芰","기",,1
1557,"萁","기",,1
1558,"蘄","기",,1
1559,"虁","기",,1
1560,"蜝","기",,1
1561,"蟣","기",,1
1562,"覬","기",,1
1563,"記","기",,1
1564,"諆","기",,1
1565,"譏","기",,1
1566,"起","기",,1
1567,"跂","기",,1
1568,"錡","기",,1
1569,"錤","기",,1
1570,"隑","기",,1
1571,"頎","기",,1
1572,"飢","기",,1
1573,"饑","기",,1
1574,"騎","기",,1
1575,"騏","기",,1
1576,"驥","기",,1
1577,"鬐","기",,1
1578,"鰭","기",,1
1579,"麒","기",,1
1580,"緊","긴",,1
1581,"佶","길",,1
1582,"吉","길",,1
1583,"咭","길",,1
1584,"姞","길",,1
1585,"拮","길",,1
1586,"桔","길",,1
1587,"蛣","길",,1
1588,"趌","길",,1
1589,"喫","끽",,1
1590,"倮","나",,1
1591,"倮","라",,0
1592,"儸","나",,1
1593,"儸","라",,0
1594,"儺","나",,1
1595,"剆","나",,1
1596,"剆","라",,0
1597,"哪","나",,1
1598,"喇","나",,1
1599,"喇","라",,0
1600,"囉","나",,1
1601,"囉","라",,0
1602,"奈","나",,1
1603,"奈","내",,0
1604,"懦","나",,1
1605,"懶","나",,1
1606,"懶","라",,0
1607,"拏","나",,1
1608,"拏","라",,0
1609,"拿","나",,1
1610,"挐","나",,1
1611,"挪","나",,1
1612,"摞","나",,1
1613,"摞","라",,0
1614,"曪","나",,1
1615,"曪","라",,0
1616,"柰","나",,1
1617,"柰","내",,0
1618,"梛","나",,1
1619,"橠","나",,1
1620,"瘰","나",,1
1621,"瘰","라",,0
1622,"癩","나",,1
1623,"癩","라",,0
1624,"砢","나",,1
1625,"砢","라",,0
1626,"稬","나",,1
1627,"糯","나",,1
1628,"腡","나",,1
1629,"腡","라",,0
1630,"臝","나",,1
1631,"臝","라",,0
1632,"蓏","나",,1
1633,"蓏","라",,0
1634,"蘿","나",,1
1635,"蘿","라",,0
1636,"螺","나",,1
1637,"螺","라",,0
1638,"裸","나",,1
1639,"裸","라",,0
1640,"覶","나",,1
1641,"覶","라",,0
1642,"誽","나",,1
1643,"誽","예",,0
1644,"邏","나",,1
1645,"邏","라",,0
1646,"鑼","나",,1
1647,"鑼","라",,0
1648,"騾","나",,1
1649,"騾","라",,0
1650,"驘","나",,1
1651,"驘","라",,0
1652,"嗠","낙",,1
1653,"嗠","락",,0
1654,"樂","낙",,1
1655,"樂","락",,0
1656,"樂","악",,0
1657,"樂","요",,0
1658,"洛","낙",,1
1659,"洛","락",,0
1660,"烙","낙",,1
1661,"烙","락",,0
1662,"犖","낙",,1
1663,"犖","락",,0
1664,"珞","낙",,1
1665,"珞","락",,0
1666,"絡","낙",,1
1667,"絡","락",,0
1668,"落","낙",,1
1669,"落","락",,0
1670,"諾","낙",,1
1671,"酪","낙",,1
1672,"酪","락",,0
1673,"駱","낙",,1
1674,"駱","락",,0
1675,"丹","난",,1
1676,"丹","단",,0
1677,"丹","란",,0
1678,"亂","난",,1
1679,"亂","란",,0
1680,"偄","난",,1
1681,"卵","난",,1
1682,"卵","란",,0
1683,"嬾","난",,1
1684,"嬾","란",,0
1685,"幱","난",,1
1686,"幱","란",,0
1687,"愞","난",,1
1688,"攔","난",,1
1689,"攔","란",,0
1690,"暖","난",,1
1691,"欄","난",,1
1692,"欄","란",,0
1693,"欒","난",,1
1694,"欒","란",,0
1695,"欗","난",,1
1696,"欗","란",,0
1697,"瀾","난",,1
1698,"瀾","란",,0
1699,"灓","난",,1
1700,"灓","란",,0
1701,"灡","난",,1
1702,"灡","란",,0
1703,"煖","난",,1
1704,"爛","난",,1
1705,"爛","란",,0
1706,"瓓","난",,1
1707,"瓓","란",,0
1708,"蘭","난",,1
1709,"蘭","란",,0
1710,"襴","난",,1
1711,"襴","란",,0
1712,"赧","난",,1
1713,"鑾","난",,1
1714,"鑾","란",,0
1715,"闌","난",,1
1716,"闌","란",,0
1717,"難","난",,1
1718,"餪","난",,1
1719,"鸞","난",,1
1720,"鸞","란",,0
1721,"剌","날",,1
1722,"剌","라",,0
1723,"剌","랄",,0
1724,"埒","날",,1
1725,"埒","랄",,0
1726,"捏","날",,1
1727,"捺","날",,1
1728,"辢","날",,1
1729,"辢","랄",,0
1730,"辣","날",,1
1731,"辣","랄",,0
1732,"侽","남",,1
1733,"南","남",,1
1734,"喃","남",,1
1735,"娚","남",,1
1736,"婪","남",,1
1737,"婪","람",,0
1738,"婻","남",,1
1739,"嵐","남",,1
1740,"嵐","람",,0
1741,"惏","남",,1
1742,"惏","람",,0
1743,"揇","남",,1
1744,"擥","남",,1
1745,"擥","람",,0
1746,"攬","남",,1
1747,"攬","람",,0
1748,"暔","남",,1
1749,"枏","남",,1
1750,"楠","남",,1
1751,"欖","남",,1
1752,"欖","람",,0
1753,"湳","남",,1
1754,"漤","남",,1
1755,"漤","람",,0
1756,"濫","남",,1
1757,"濫","람",,0
1758,"灆","남",,1
1759,"灆","람",,0
1760,"灠","남",,1
1761,"灠","람",,0
1762,"爁","남",,1
1763,"爁","람",,0
1764,"璼","남",,1
1765,"璼","람",,0
1766,"男","남",,1
1767,"籃","남",,1
1768,"籃","람",,0
1769,"纜","남",,1
1770,"纜","람",,0
1771,"藍","남",,1
1772,"藍","람",,0
1773,"襤","남",,1
1774,"襤","람",,0
1775,"覽","남",,1
1776,"覽","람",,0
1777,"諵","남",,1
1778,"拉","납",,1
1779,"拉","랍",,0
1780,"納","납",,1
1781,"臘","납",,1
1782,"臘","랍",,0
1783,"蠟","납",,1
1784,"蠟","랍",,0
1785,"衲","납",,1
1786,"鑞","납",,1
1787,"鑞","랍",,0
1788,"囊","낭",,1
1789,"娘","낭",,1
1790,"娘","랑",,0
1791,"廊","낭",,1
1792,"廊","랑",,0
1793,"曩","낭",,1
1794,"朗","낭",,1
1795,"朗","랑",,0
1796,"榔","낭",,1
1797,"榔","랑",,0
1798,"浪","낭",,1
1799,"浪","랑",,0
1800,"烺","낭",,1
1801,"烺","랑",,0
1802,"狼","낭",,1
1803,"狼","랑",,0
1804,"琅","낭",,1
1805,"琅","랑",,0
1806,"瑯","낭",,1
1807,"瑯","랑",,0
1808,"硠","낭",,1
1809,"硠","랑",,0
1810,"稂","낭",,1
1811,"稂","랑",,0
1812,"莨","낭",,1
1813,"莨","랑",,0
1814,"蜋","낭",,1
1815,"蜋","랑",,0
1816,"螂","낭",,1
1817,"螂","랑",,0
1818,"郎","낭",,1
1819,"郎","랑",,0
1820,"郞","낭",,1
1821,"郞","랑",,0
1822,"閬","낭",,1
1823,"閬","랑",,0
1824,"駺","낭",,1
1825,"駺","랑",,0
1826,"駺","량",,0
1827,"駺","양",,0
1828,"乃","내",,1
1829,"來","내",,1
1830,"來","래",,0
1831,"內","내",,1
1832,"奶","내",,1
1833,"嬭","내",,1
1834,"崍","내",,1
1835,"崍","래",,0
1836,"徠","내",,1
1837,"徠","래",,0
1838,"来","내",,1
1839,"来","래",,0
1840,"淶","내",,1
1841,"淶","래",,0
1842,"耐","내",,1
1843,"萊","내",,1
1844,"萊","래",,0
1845,"迺","내",,1
1846,"騋","내",,1
1847,"騋","래",,0
1848,"鼐","내",,1
1849,"冷","냉",,1
1850,"冷","랭",,0
1851,"多","다",,1
1852,"夛","다",,1
1853,"奲","다",,1
1854,"奲","차",,0
1855,"爹","다",,1
1856,"茤","다",,1
1857,"茶","다",,1
1858,"茶","차",,0
1859,"觰","다",,1
1860,"鄲","다",,1
1861,"鄲","단",,0
1862,"亶","단",,1
1863,"但","단",,1
1864,"偳","단",,1
1865,"剬","단",,1
1866,"單","단",,1
1867,"團","단",,1
1868,"壇","단",,1
1869,"彖","단",,1
1870,"慱","단",,1
1871,"担","단",,1
1872,"斷","단",,1
1873,"旦","단",,1
1874,"椴","단",,1
1875,"檀","단",,1
1876,"段","단",,1
1877,"湍","단",,1
1878,"漙","단",,1
1879,"煓","단",,1
1880,"燀","단",,1
1881,"燀","천",,0
1882,"瑖","단",,1
1883,"癉","단",,1
1884,"短","단",,1
1885,"砃","단",,1
1886,"端","단",,1
1887,"竱","단",,1
1888,"竱","전",,0
1889,"簞","단",,1
1890,"緞","단",,1
1891,"耑","단",,1
1892,"胆","단",,1
1893,"腶","단",,1
1894,"蛋","단",,1
1895,"蜑","단",,1
1896,"袒","단",,1
1897,"鍛","단",,1
1898,"妲","달",,1
1899,"怛","달",,1
1900,"撻","달",,1
1901,"橽","달",,1
1902,"澾","달",,1
1903,"炟","달",,1
1904,"獺","달",,1
1905,"疸","달",,1
1906,"羍","달",,1
1907,"達","달",,1
1908,"闥","달",,1
1909,"靼","달",,1
1910,"韃","달",,1
1911,"倓","담",,1
1912,"儋","담",,1
1913,"啖","담",,1
1914,"啗","담",,1
1915,"啿","담",,1
1916,"嘾","담",,1
1917,"噉","담",,1
1918,"坍","담",,1
1919,"埮","담",,1
1920,"墰","담",,1
1921,"壜","담",,1
1922,"惔","담",,1
1923,"憺","담",,1
1924,"擔","담",,1
1925,"曇","담",,1
1926,"毯","담",,1
1927,"湛","담",,1
1928,"澹","담",,1
1929,"炎","담",,1
1930,"炎","염",,0
1931,"痰","담",,1
1932,"禫","담",,1
1933,"緂","담",,1
1934,"罎","담",,1
1935,"聃","담",,1
1936,"蕁","담",,1
1937,"薝","담",,1
1938,"覃","담",,1
1939,"談","담",,1
1940,"譚","담",,1
1941,"郯","담",,1
1942,"錟","담",,1
1943,"黮","담",,1
1944,"黵","담",,1
1945,"沓","답",,1
1946,"畓","답",,1
1947,"答","답",,1
1948,"踏","답",,1
1949,"遝","답",,1
1950,"倘","당",,1
1951,"儻","당",,1
1952,"唐","당",,1
1953,"堂","당",,1
1954,"塘","당",,1
1955,"幢","당",,1
1956,"戇","당",,1
1957,"搪","당",,1
1958,"撞","당",,1
1959,"棠","당",,1
1960,"檔","당",,1
1961,"溏","당",,1
1962,"爣","당",,1
1963,"瑭","당",,1
1964,"璫","당",,1
1965,"當","당",,1
1966,"瞠","당",,1
1967,"礑","당",,1
1968,"糖","당",,1
1969,"糖","탕",,0
1970,"螳","당",,1
1971,"蟷","당",,1
1972,"襠","당",,1
1973,"讜","당",,1
1974,"鏜","당",,1
1975,"鐺","당",,1
1976,"餳","당",,1
1977,"餹","당",,1
1978,"黨","당",,1
1979,"代","대",,1
1980,"儓","대",,1
1981,"坮","대",,1
1982,"垈","대",,1
1983,"大","대",,1
1984,"對","대",,1
1985,"岱","대",,1
1986,"帶","대",,1
1987,"待","대",,1
1988,"懟","대",,1
1989,"戴","대",,1
1990,"抬","대",,1
1991,"擡","대",,1
1992,"旲","대",,1
1993,"旲","영",,0
1994,"杸","대",,1
1995,"杸","수",,0
1996,"柋","대",,1
1997,"檯","대",,1
1998,"汏","대",,1
1999,"玳","대",,1
2000,"碓","대",,1
2001,"臺","대",,1
2002,"袋","대",,1
2003,"貸","대",,1
2004,"鐓","대",,1
2005,"隊","대",,1
2006,"黛","대",,1
2007,"宅","댁",,1
2008,"宅","택",,0
2009,"徳","덕",,1
2010,"德","덕",,1
2011,"悳","덕",,1
2012,"倒","도",,1
2013,"刀","도",,1
2014,"到","도",,1
2015,"叨","도",,1
2016,"嘟","도",,1
2017,"噵","도",,1
2018,"圖","도",,1
2019,"堵","도",,1
2020,"塗","도",,1
2021,"壔","도",,1
2022,"夲","도",,1
2023,"導","도",,1
2024,"屠","도",,1
2025,"峹","도",,1
2026,"嶋","도",,1
2027,"度","도",,1
2028,"度","탁",,0
2029,"庩","도",,1
2030,"弢","도",,1
2031,"徒","도",,1
2032,"忉","도",,1
2033,"悼","도",,1
2034,"慆","도",,1
2035,"挑","도",,1
2036,"捈","도",,1
2037,"掉","도",,1
2038,"掏","도",,1
2039,"搗","도",,1
2040,"搯","도",,1
2041,"擣","도",,1
2042,"暏","도",,1
2043,"棹","도",,1
2044,"檮","도",,1
2045,"櫂","도",,1
2046,"洮","도",,1
2047,"涂","도",,1
2048,"淘","도",,1
2049,"渡","도",,1
2050,"滔","도",,1
2051,"濤","도",,1
2052,"燾","도",,1
2053,"瑫","도",,1
2054,"盜","도",,1
2055,"睹","도",,1
2056,"祹","도",,1
2057,"禱","도",,1
2058,"稌","도",,1
2059,"稻","도",,1
2060,"荼","도",,1
2061,"菟","도",,1
2062,"萄","도",,1
2063,"覩","도",,1
2064,"賭","도",,1
2065,"跳","도",,1
2066,"蹈","도",,1
2067,"逃","도",,1
2068,"途","도",,1
2069,"酴","도",,1
2070,"鋾","도",,1
2071,"鍍","도",,1
2072,"闍","도",,1
2073,"陶","도",,1
2074,"鞀","도",,1
2075,"鞱","도",,1
2076,"韜","도",,1
2077,"饕","도",,1
2078,"馟","도",,1
2079,"鼗","도",,1
2080,"櫝","독",,1
2081,"毒","독",,1
2082,"瀆","독",,1
2083,"牘","독",,1
2084,"犢","독",,1
2085,"獨","독",,1
2086,"督","독",,1
2087,"禿","독",,1
2088,"篤","독",,1
2089,"纛","독",,1
2090,"讀","독",,1
2091,"讀","두",,0
2092,"黷","독",,1
2093,"墩","돈",,1
2094,"弴","돈",,1
2095,"惇","돈",,1
2096,"敦","돈",,1
2097,"旽","돈",,1
2098,"暾","돈",,1
2099,"沌","돈",,1
2100,"潡","돈",,1
2101,"焞","돈",,1
2102,"焞","순",,0
2103,"燉","돈",,1
2104,"豚","돈",,1
2105,"躉","돈",,1
2106,"頓","돈",,1
2107,"乭","돌",,1
2108,"咄","돌",,1
2109,"堗","돌",,1
2110,"突","돌",,1
2111,"仝","동",,1
2112,"侗","동",,1
2113,"倲","동",,1
2114,"働","동",,1
2115,"僮","동",,1
2116,"凍","동",,1
2117,"動","동",,1
2118,"勭","동",,1
2119,"同","동",,1
2120,"哃","동",,1
2121,"垌","동",,1
2122,"姛","동",,1
2123,"峒","동",,1
2124,"崠","동",,1
2125,"彤","동",,1
2126,"憧","동",,1
2127,"挏","동",,1
2128,"曈","동",,1
2129,"朣","동",,1
2130,"東","동",,1
2131,"桐","동",,1
2132,"棟","동",,1
2133,"橦","동",,1
2134,"洞","동",,1
2135,"洞","통",,0
2136,"浵","동",,1
2137,"涷","동",,1
2138,"湩","동",,1
2139,"潼","동",,1
2140,"炵","동",,1
2141,"烔","동",,1
2142,"疼","동",,1
2143,"瞳","동",,1
2144,"硐","동",,1
2145,"秱","동",,1
2146,"童","동",,1
2147,"絧","동",,1
2148,"胴","동",,1
2149,"艟","동",,1
2150,"苳","동",,1
2151,"茼","동",,1
2152,"菄","동",,1
2153,"董","동",,1
2154,"蕫","동",,1
2155,"蝀","동",,1
2156,"鉖","동",,1
2157,"銅","동",,1
2158,"兜","두",,1
2159,"抖","두",,1
2160,"斁","두",,1
2161,"斗","두",,1
2162,"杜","두",,1
2163,"枓","두",,1
2164,"浢","두",,1
2165,"痘","두",,1
2166,"竇","두",,1
2167,"紏","두",,1
2168,"肚","두",,1
2169,"脰","두",,1
2170,"荰","두",,1
2171,"荳","두",,1
2172,"蚪","두",,1
2173,"蠹","두",,1
2174,"豆","두",,1
2175,"逗","두",,1
2176,"鈄","두",,1
2177,"鋀","두",,1
2178,"阧","두",,1
2179,"陡","두",,1
2180,"頭","두",,1
2181,"屯","둔",,1
2182,"窀","둔",,1
2183,"臀","둔",,1
2184,"芚","둔",,1
2185,"迍","둔",,1
2186,"遁","둔",,1
2187,"遯","둔",,1
2188,"鈍","둔",,1
2189,"乧","둘",,1
2190,"得","득",,1
2191,"凳","등",,1
2192,"墱","등",,1
2193,"嶝","등",,1
2194,"橙","등",,1
2195,"滕","등",,1
2196,"燈","등",,1
2197,"璒","등",,1
2198,"登","등",,1
2199,"磴","등",,1
2200,"等","등",,1
2201,"籐","등",,1
2202,"縢","등",,1
2203,"藤","등",,1
2204,"螣","등",,1
2205,"覴","등",,1
2206,"謄","등",,1
2207,"鄧","등",,1
2208,"鐙","등",,1
2209,"騰","등",,1
2210,"欏","라",,1
2211,"灕","라",,1
2212,"灕","리",,0
2213,"纙","라",,1
2214,"蠃","라",,1
2215,"覼","라",,1
2216,"濼","락",,1
2217,"濼","록",,0
2218,"硌","락",,1
2219,"鉻","락",,1
2220,"圝","란",,1
2221,"斕","란",,1
2222,"灤","란",,1
2223,"籣","란",,1
2224,"鑭","란",,1
2225,"嫏","랑",,1
2226,"桹","랑",,1
2227,"誏","랑",,1
2228,"倈","래",,1
2229,"唻","래",,1
2230,"庲","래",,1
2231,"棶","래",,1
2232,"睞","래",,1
2233,"郲","래",,1
2234,"掠","략",,1
2235,"掠","약",,0
2236,"略","략",,1
2237,"略","약",,0
2238,"畧","략",,1
2239,"畧","약",,0
2240,"亮","량",,1
2241,"亮","양",,0
2242,"俍","량",,1
2243,"俍","양",,0
2244,"倆","량",,1
2245,"倆","양",,0
2246,"兩","량",,1
2247,"兩","양",,0
2248,"凉","량",,1
2249,"凉","양",,0
2250,"喨","량",,1
2251,"喨","양",,0
2252,"悢","량",,1
2253,"悢","양",,0
2254,"晾","량",,1
2255,"晾","양",,0
2256,"樑","량",,1
